Dates,HUMI,PRES,Iws,Iprec
2010-01-01,,,,
2010-01-02,,,,
2010-01-03,,,,
2010-01-04,,,,
2010-01-05,,,,
2010-01-06,,,,
2010-01-07,,,,
2010-01-08,,,,
2010-01-09,,,,
2010-01-10,67.56051086956522,1024.510797101449,26.183514492753623,0.3082608695652174
2010-01-11,70.36940036231884,1025.1772826086951,33.19076086956522,0.8282608695652174
2010-01-12,69.30879528985507,1026.0211231884052,36.71938405797102,0.8282608695652174
2010-01-13,66.61071195652173,1027.2836231884053,38.011050724637684,0.828677536231884
2010-01-14,64.8147536231884,1028.247789855072,37.33188405797101,0.828677536231884
2010-01-15,65.13293219461697,1028.5346946169768,37.45271739130435,0.828677536231884
2010-01-16,65.9632655279503,1028.9484446169768,36.97355072463768,0.828677536231884
2010-01-17,66.23622386128362,1029.10427795031,35.444384057971014,0.828677536231884
2010-01-18,67.88101552795028,1029.1501112836436,40.72355072463768,0.828677536231884
2010-01-19,69.29309886128362,1028.947194616977,57.323550724637684,0.828677536231884
2010-01-20,68.72505357142856,1028.3448214285713,54.26666666666667,0.5204166666666665
2010-01-21,67.65409523809522,1028.5031547619046,57.358333333333334,0.005416666666666537
2010-01-22,68.02092857142856,1029.1131547619048,56.38750000000001,0.005416666666666537
2010-01-23,68.23751190476189,1028.967738095238,53.74583333333334,0.00499999999999987
2010-01-24,69.17705357142856,1028.5231547619046,53.74583333333334,0.022083333333333198
2010-01-25,69.26352355072463,1028.3422644927537,54.8661231884058,0.037300724637681026
2010-01-26,68.83889855072462,1028.0535144927535,57.924456521739124,0.037300724637681026
2010-01-27,70.08494021739129,1026.7301811594202,60.84112318840579,0.236050724637681
2010-01-28,70.56598188405795,1026.1843478260869,55.37862318840579,0.236050724637681
2010-01-29,69.7363985507246,1026.3985144927535,39.67028985507246,0.236050724637681
2010-01-30,69.38323188405795,1026.4197644927535,36.94528985507246,0.236050724637681
2010-01-31,70.79619021739128,1025.343097826087,27.161956521739132,0.4681340579710144
2010-02-01,72.56752355072462,1024.0726811594202,27.69945652173913,0.6439673913043478
